n,t,i,p,u,v
11582,128.59999999999698,2,-,-,-
11583,128.59999999999698,3,0.0007339353262743351,3.442368680284413e-05,4.753278841431156e-05
11584,128.69999999999698,1,-,-,-
11585,128.69999999999698,2,-,-,-
11586,128.69999999999698,3,0.0007542941858235591,3.755645626350678e-05,6.182372930077137e-05
11587,128.69999999999698,1,-,-,-
11588,128.69999999999698,2,-,-,-
11589,128.69999999999698,3,0.0007347242114127216,3.295298003022583e-05,4.7520104279922824e-05
11590,128.69999999999698,1,-,-,-
11591,128.69999999999698,2,-,-,-
11592,128.69999999999698,3,0.000741614310173179,3.482445585026794e-05,4.802311072943574e-05
11593,128.79999999999697,1,-,-,-
11594,128.79999999999697,2,-,-,-
11595,128.79999999999697,3,0.0007594942843118139,3.735125417788225e-05,6.19113556678317e-05
11596,128.79999999999697,1,-,-,-
11597,128.79999999999697,2,-,-,-
11598,128.79999999999697,3,0.0007395368096181681,3.290929990835446e-05,4.75164999175234e-05
11599,128.79999999999697,1,-,-,-
11600,128.79999999999697,2,-,-,-
11601,128.79999999999697,3,0.0007452280030273262,3.371220000862741e-05,4.8444062198189496e-05
11602,128.89999999999696,1,-,-,-
11603,128.89999999999696,2,-,-,-
11604,128.89999999999696,3,0.0007620651160245917,3.739584088596953e-05,6.182910902625275e-05
11605,128.89999999999696,1,-,-,-
11606,128.89999999999696,2,-,-,-
11607,128.89999999999696,3,0.0007409203358877312,3.292693916350175e-05,4.804551058112448e-05
11608,128.89999999999696,1,-,-,-
11609,128.89999999999696,2,-,-,-
11610,128.89999999999696,3,0.0007458244588821308,3.353430741459465e-05,4.800950089370008e-05
11611,128.99999999999696,1,-,-,-
11612,128.99999999999696,2,-,-,-
11613,128.99999999999696,3,0.0007612576955292168,3.708957613848175e-05,6.162018823224348e-05
11614,128.99999999999696,1,-,-,-
11615,128.99999999999696,2,-,-,-
11616,128.99999999999696,3,0.0007396622332814036,3.281732505660737e-05,4.747228062550939e-05
11617,128.99999999999696,1,-,-,-
11618,128.99999999999696,2,-,-,-
11619,128.99999999999696,3,0.0007440965298400183,3.446784436718131e-05,4.763598530676187e-05
11620,129.09999999999695,1,-,-,-
11621,129.09999999999695,2,-,-,-
11622,129.09999999999695,3,0.0007592609860428323,0.0001343093073275967,6.161672319911172e-05
11623,129.09999999999695,1,-,-,-
11624,129.09999999999695,2,-,-,-
11625,129.09999999999695,3,0.0007352102404568239,3.2808497318698363e-05,4.8130559388620164e-05
11626,129.09999999999695,1,-,-,-
11627,129.09999999999695,2,-,-,-
11628,129.09999999999695,3,0.0007394969677620221,3.366578534382712e-05,4.8339098502666275e-05
11629,129.19999999999695,1,-,-,-
11630,129.19999999999695,2,-,-,-
11631,129.19999999999695,3,0.000750898855974241,3.8551098458847795e-05,6.213894302199898e-05
11632,129.19999999999695,1,-,-,-
11633,129.19999999999695,2,-,-,-
11634,129.19999999999695,3,0.0007279632627612964,3.38807198722275e-05,4.767489588483617e-05
11635,129.19999999999695,1,-,-,-
11636,129.19999999999695,2,-,-,-
11637,129.19999999999695,3,0.0007311995824012483,3.431176670649119e-05,4.839695353162847e-05
11638,129.29999999999694,1,-,-,-
11639,129.29999999999694,2,-,-,-
11640,129.29999999999694,3,0.0007422134240636924,3.973462430881181e-05,6.16801399457327e-05
11641,129.29999999999694,1,-,-,-
11642,129.29999999999694,2,-,-,-
11643,129.29999999999694,3,0.0007178504853976292,3.2617475891761487e-05,4.7562036816171906e-05
11644,129.29999999999694,1,-,-,-
11645,129.29999999999694,2,-,-,-
11646,129.29999999999694,3,0.0007207622437124584,3.345084399912278e-05,4.777089667097905e-05
11647,129.39999999999694,1,-,-,-
11648,129.39999999999694,2,-,-,-
11649,129.39999999999694,3,0.0007297966248537643,3.71105380638819e-05,6.155130547925182e-05
11650,129.39999999999694,1,-,-,-
11651,129.39999999999694,2,-,-,-
11652,129.39999999999694,3,0.0007056558307226611,3.4198686415905405e-05,4.800783145660702e-05
11653,129.39999999999694,1,-,-,-
11654,129.39999999999694,2,-,-,-
11655,129.39999999999694,3,0.0007077097051817636,3.428960018847791e-05,4.742934759398565e-05
11656,129.49999999999693,1,-,-,-
11657,129.49999999999693,2,-,-,-
11658,129.49999999999693,3,0.0007164021569557382,3.71699886229102e-05,6.152986237310512e-05
11659,129.49999999999693,1,-,-,-
11660,129.49999999999693,2,-,-,-
11661,129.49999999999693,3,0.0006917121544639433,3.2498689245079684e-05,4.777885909794518e-05
11662,129.49999999999693,1,-,-,-
11663,129.49999999999693,2,-,-,-
11664,129.49999999999693,3,0.0006935634753328368,3.3832082159389125e-05,4.7582769680044166e-05
11665,129.59999999999692,1,-,-,-
11666,129.59999999999692,2,-,-,-
11667,129.59999999999692,3,0.000701513421375371,3.7559174547990086e-05,6.161646451396768e-05
11668,129.59999999999692,1,-,-,-
11669,129.59999999999692,2,-,-,-
11670,129.59999999999692,3,0.0006761734679781403,3.255059726690011e-05,4.7249283607052476e-05
11671,129.59999999999692,1,-,-,-
11672,129.59999999999692,2,-,-,-
11673,129.59999999999692,3,0.0006777001669882492,3.3774615007670664e-05,4.7308897842915224e-05
11674,129.69999999999692,1,-,-,-
11675,129.69999999999692,2,-,-,-
11676,129.69999999999692,3,0.0006845526362917754,3.710861073897139e-05,6.155973834510933e-05
11677,129.69999999999692,1,-,-,-
11678,129.69999999999692,2,-,-,-
11679,129.69999999999692,3,0.0006587691740841393,3.312212580578539e-05,4.818394037404472e-05
11680,129.69999999999692,1,-,-,-
11681,129.69999999999692,2,-,-,-
11682,129.69999999999692,3,0.0006598666614839888,3.3899275378811465e-05,4.748723021206183e-05
11683,129.7999999999969,1,-,-,-
11684,129.7999999999969,2,-,-,-
11685,129.7999999999969,3,0.0006656847214738446,3.7358190478882386e-05,6.157034647254032e-05
11686,129.7999999999969,1,-,-,-
11687,129.7999999999969,2,-,-,-
11688,129.7999999999969,3,0.0006398262836992772,3.3354103538928366e-05,4.939109455781625e-05
11689,129.7999999999969,1,-,-,-
11690,129.7999999999969,2,-,-,-
11691,129.7999999999969,3,0.0006407167079952958,3.400334118606429e-05,4.81255154805279e-05
11692,129.8999999999969,1,-,-,-
11693,129.8999999999969,2,-,-,-
11694,129.8999999999969,3,0.0006463250683180838,3.752350205281421e-05,6.155135222328782e-05
11695,129.8999999999969,1,-,-,-
11696,129.8999999999969,2,-,-,-
11697,129.8999999999969,3,0.0006201663867975598,3.2464862706441786e-05,4.726630790402256e-05
11698,129.8999999999969,1,-,-,-
11699,129.8999999999969,2,-,-,-
11700,129.8999999999969,3,0.0006208321945547008,3.3300833544660686e-05,4.783240982886941e-05
11701,129.9999999999969,1,-,-,-
11702,129.9999999999969,2,-,-,-
11703,129.9999999999969,3,0.0006265282349011044,3.7012113573335236e-05,6.157542455357023e-05
11704,129.9999999999969,1,-,-,-
11705,129.9999999999969,2,-,-,-
11706,129.9999999999969,3,0.0006002133478188447,4.229317923665528e-05,4.71652189048865e-05
11707,129.9999999999969,1,-,-,-
11708,129.9999999999969,2,-,-,-
11709,129.9999999999969,3,0.0006016307629202979,3.605860497821459e-05,4.727192761083091e-05
11710,130.0999999999969,1,-,-,-
11711,130.0999999999969,2,-,-,-
11712,130.0999999999969,3,0.0006074182599698852,3.695765521321397e-05,6.138138322381553e-05
11713,130.0999999999969,1,-,-,-
11714,130.0999999999969,2,-,-,-
11715,130.0999999999969,3,0.000581007714649246,3.373369460785204e-05,4.817965333345966e-05
11716,130.0999999999969,1,-,-,-
11717,130.0999999999969,2,-,-,-
11718,130.0999999999969,3,0.0005822429278414391,3.332026000939507e-05,4.722494695609212e-05
11719,130.1999999999969,1,-,-,-
11720,130.1999999999969,2,-,-,-
11721,130.1999999999969,3,0.0005888008736457344,3.6837921335310575e-05,6.130796884056763e-05
11722,130.1999999999969,1,-,-,-
11723,130.1999999999969,2,-,-,-
11724,130.1999999999969,3,0.0005627969798486634,3.3585852786183424e-05,4.827175274449641e-05
11725,130.1999999999969,1,-,-,-
11726,130.1999999999969,2,-,-,-
11727,130.1999999999969,3,0.0005645680297176617,3.3167740361100513e-05,4.666857289835901e-05
11728,130.29999999999688,1,-,-,-
11729,130.29999999999688,2,-,-,-
11730,130.29999999999688,3,0.0005723178048461722,3.6689130419152766e-05,6.11055406124051e-05
11731,130.29999999999688,1,-,-,-
11732,130.29999999999688,2,-,-,-
11733,130.29999999999688,3,0.0005466371575487025,3.296476630550819e-05,4.878076108425493e-05
11734,130.29999999999688,1,-,-,-
11735,130.29999999999688,2,-,-,-
11736,130.29999999999688,3,0.00054920236564514,3.3570883587673425e-05,4.806085546833494e-05
11737,130.39999999999688,1,-,-,-
11738,130.39999999999688,2,-,-,-
11739,130.39999999999688,3,0.0005585426528185053,3.649399931240911e-05,6.119882624415523e-05
11740,130.39999999999688,1,-,-,-
11741,130.39999999999688,2,-,-,-
11742,130.39999999999688,3,0.0005332897452080448,3.331015253169841e-05,4.656114452525713e-05
11743,130.39999999999688,1,-,-,-
11744,130.39999999999688,2,-,-,-
11745,130.39999999999688,3,0.0005368175736692534,3.306779123004074e-05,4.6179136812966175e-05
11746,130.49999999999687,1,-,-,-
11747,130.49999999999687,2,-,-,-
11748,130.49999999999687,3,0.0005477282507580866,3.6340518646305774e-05,6.104735423523499e-05
11749,130.49999999999687,1,-,-,-
11750,130.49999999999687,2,-,-,-
11751,130.49999999999687,3,0.000523392059991461,3.371620230642788e-05,4.686429929522351e-05
11752,130.49999999999687,1,-,-,-
11753,130.49999999999687,2,-,-,-
11754,130.49999999999687,3,0.0005276580897149017,3.291287702918461e-05,4.7141684319531124e-05
11755,130.59999999999687,1,-,-,-
11756,130.59999999999687,2,-,-,-
11757,130.59999999999687,3,0.0005405324566800699,3.623862940826711e-05,6.070068886524972e-05
11758,130.59999999999687,1,-,-,-
11759,130.59999999999687,2,-,-,-
11760,130.59999999999687,3,0.0005170924749026994,3.37411360682779e-05,4.6584336242578316e-05
11761,130.59999999999687,1,-,-,-
11762,130.59999999999687,2,-,-,-
11763,130.59999999999687,3,0.0005222700820502732,3.3017974096110095e-05,4.792179175356268e-05
11764,130.69999999999686,1,-,-,-
11765,130.69999999999686,2,-,-,-
11766,130.69999999999686,3,0.0005374208438761059,3.727880984866003e-05,6.10542373784156e-05
11767,130.69999999999686,1,-,-,-
11768,130.69999999999686,2,-,-,-
11769,130.69999999999686,3,0.0005139821793306368,3.180085046615176e-05,4.6826639583967035e-05
11770,130.69999999999686,1,-,-,-
11771,130.69999999999686,2,-,-,-
11772,130.69999999999686,3,0.0005202445220364362,3.2604218524994624e-05,4.6252659338726774e-05
11773,130.79999999999686,1,-,-,-
11774,130.79999999999686,2,-,-,-
11775,130.79999999999686,3,0.0005365255689369883,3.641064518164719e-05,6.062100647681466e-05
11776,130.79999999999686,1,-,-,-
11777,130.79999999999686,2,-,-,-
11778,130.79999999999686,3,0.0005144458893401289,3.2291565987885275e-05,4.631353737612032e-05
11779,130.79999999999686,1,-,-,-
11780,130.79999999999686,2,-,-,-
11781,130.79999999999686,3,0.0005215160233620359,3.3151575994695463e-05,4.797574202036816e-05
11782,130.89999999999685,1,-,-,-
11783,130.89999999999685,2,-,-,-
11784,130.89999999999685,3,0.0005398467476989686,3.6129969748039105e-05,6.061516263865143e-05
11785,130.89999999999685,1,-,-,-
11786,130.89999999999685,2,-,-,-
11787,130.89999999999685,3,0.0005188900776153729,0.00011298787441036673,4.67698443475617e-05
11788,130.89999999999685,1,-,-,-
11789,130.89999999999685,2,-,-,-
11790,130.89999999999685,3,0.0005267153968094677,3.333654722097098e-05,4.765313059310952e-05
11791,130.99999999999685,1,-,-,-
11792,130.99999999999685,2,-,-,-
11793,130.99999999999685,3,0.0005476144593824789,7.537096385325542e-05,6.061667008239476e-05
11794,130.99999999999685,1,-,-,-
11795,130.99999999999685,2,-,-,-
11796,130.99999999999685,3,0.0005284434895726534,3.6100745069943916e-05,4.7417896952450095e-05
11797,130.99999999999685,1,-,-,-
11798,130.99999999999685,2,-,-,-
11799,130.99999999999685,3,0.0005388787527910453,4.2009532668364445e-05,4.691420624430202e-05
11800,131.09999999999684,1,-,-,-
11801,131.09999999999684,2,-,-,-
11802,131.09999999999684,3,0.0005595624363686211,3.6388357120787265e-05,6.0809303200773685e-05
11803,131.09999999999684,1,-,-,-
11804,131.09999999999684,2,-,-,-
11805,131.09999999999684,3,0.0005416635599576981,3.207423100163303e-05,4.614114057650405e-05
11806,131.09999999999684,1,-,-,-
11807,131.09999999999684,2,-,-,-
11808,131.09999999999684,3,0.000551942294783667,3.28967096035521e-05,4.6326031264517224e-05
11809,131.19999999999683,1,-,-,-
11810,131.19999999999683,2,-,-,-
11811,131.19999999999683,3,0.0005761884042340539,3.635136287276045e-05,6.067377068368354e-05
11812,131.19999999999683,1,-,-,-
11813,131.19999999999683,2,-,-,-
11814,131.19999999999683,3,0.0005587966540117787,3.247892985691864e-05,4.625101482706876e-05
11815,131.19999999999683,1,-,-,-
11816,131.19999999999683,2,-,-,-
11817,131.19999999999683,3,0.0005694289294891589,3.302836887265685e-05,4.661546588813436e-05
11818,131.29999999999683,1,-,-,-
11819,131.29999999999683,2,-,-,-
11820,131.29999999999683,3,0.0005951809064730045,3.646043158766432e-05,6.066442866129147e-05
11821,131.29999999999683,1,-,-,-
11822,131.29999999999683,2,-,-,-
11823,131.29999999999683,3,0.0005785640899086783,3.2519835764513536e-05,4.771048652920916e-05
11824,131.29999999999683,1,-,-,-
11825,131.29999999999683,2,-,-,-
11826,131.29999999999683,3,0.0005896742889586443,3.311665358488662e-05,4.718441056068044e-05
11827,131.39999999999682,1,-,-,-
11828,131.39999999999682,2,-,-,-
11829,131.39999999999682,3,0.0006151465467829627,3.7002520391239116e-05,6.0865586485648065e-05
11830,131.39999999999682,1,-,-,-
11831,131.39999999999682,2,-,-,-
11832,131.39999999999682,3,0.0005990784694962012,3.2146223431976486e-05,4.6369686233392176e-05
11833,131.39999999999682,1,-,-,-
11834,131.39999999999682,2,-,-,-
11835,131.39999999999682,3,0.0006101104350369913,3.349039508872347e-05,4.6480348464134e-05
11836,131.49999999999682,1,-,-,-
11837,131.49999999999682,2,-,-,-
11838,131.49999999999682,3,0.0006355007007736087,3.658175002747868e-05,6.0766066869867256e-05
11839,131.49999999999682,1,-,-,-
11840,131.49999999999682,2,-,-,-
11841,131.49999999999682,3,0.000619392814715951,3.361445334719516e-05,4.645315610321622e-05
11842,131.49999999999682,1,-,-,-
11843,131.49999999999682,2,-,-,-
11844,131.49999999999682,3,0.0006301955757079802,3.544992786937063e-05,4.703607892892352e-05
11845,131.5999999999968,1,-,-,-
11846,131.5999999999968,2,-,-,-
11847,131.5999999999968,3,0.000655327404363093,3.6695471612773865e-05,6.112292524934428e-05
11848,131.5999999999968,1,-,-,-
11849,131.5999999999968,2,-,-,-
11850,131.5999999999968,3,0.0006389405701036619,3.258023045256698e-05,4.652492573306803e-05
11851,131.5999999999968,1,-,-,-
11852,131.5999999999968,2,-,-,-
11853,131.5999999999968,3,0.0006493475763894265,3.3621970001785155e-05,4.676908534348714e-05
11854,131.6999999999968,1,-,-,-
11855,131.6999999999968,2,-,-,-
11856,131.6999999999968,3,0.0006740783776844347,3.691486042298444e-05,6.092676569060239e-05
11857,131.6999999999968,1,-,-,-
11858,131.6999999999968,2,-,-,-
11859,131.6999999999968,3,0.0006579734298826634,3.272588342545386e-05,4.658271040081813e-05
11860,131.6999999999968,1,-,-,-
11861,131.6999999999968,2,-,-,-
11862,131.6999999999968,3,0.000668551871795774,3.513496315786729e-05,4.6647250697890245e-05
11863,131.7999999999968,1,-,-,-
11864,131.7999999999968,2,-,-,-
11865,131.7999999999968,3,0.0006932086226724949,3.698119573016377e-05,6.088826237723504e-05
11866,131.7999999999968,1,-,-,-
11867,131.7999999999968,2,-,-,-
11868,131.7999999999968,3,0.0006763633919386743,3.323832788335709e-05,4.921635587483788e-05
11869,131.7999999999968,1,-,-,-
11870,131.7999999999968,2,-,-,-
11871,131.7999999999968,3,0.0006864201267191161,3.357498059344706e-05,4.6904096300818716e-05
11872,131.8999999999968,1,-,-,-
11873,131.8999999999968,2,-,-,-
11874,131.8999999999968,3,0.000709569205853122,3.6942327591948115e-05,6.091429362459844e-05
11875,131.8999999999968,1,-,-,-
11876,131.8999999999968,2,-,-,-
11877,131.8999999999968,3,0.0006932125991654264,3.421438741534501e-05,4.698976262435909e-05
11878,131.8999999999968,1,-,-,-
11879,131.8999999999968,2,-,-,-
11880,131.8999999999968,3,0.0007024328361202381,3.371023976649923e-05,4.703596873867302e-05
11881,131.9999999999968,1,-,-,-
11882,131.9999999999968,2,-,-,-
11883,131.9999999999968,3,0.0007249194720736172,3.70656526674031e-05,6.0955393169987136e-05
11884,131.9999999999968,1,-,-,-
11885,131.9999999999968,2,-,-,-
11886,131.9999999999968,3,0.0007077835056095209,3.291971593772854e-05,4.696385771596543e-05
11887,131.9999999999968,1,-,-,-
11888,131.9999999999968,2,-,-,-
11889,131.9999999999968,3,0.0007169796460025758,3.364399940527488e-05,4.6879699063932605e-05
11890,132.09999999999678,1,-,-,-
11891,132.09999999999678,2,-,-,-
11892,132.09999999999678,3,0.0007376397100963542,3.711903965454037e-05,6.107328681039331e-05
11893,132.09999999999678,1,-,-,-
11894,132.09999999999678,2,-,-,-
11895,132.09999999999678,3,0.0007196330505757502,3.265048794299411e-05,4.696994386990846e-05
11896,132.09999999999678,1,-,-,-
11897,132.09999999999678,2,-,-,-
11898,132.09999999999678,3,0.0007272376509691891,3.3954702484523053e-05,4.7260555745784114e-05
11899,132.19999999999678,1,-,-,-
11900,132.19999999999678,2,-,-,-
11901,132.19999999999678,3,0.0007466839970568447,3.709051029384949e-05,6.110486748562309e-05
11902,132.19999999999678,1,-,-,-
11903,132.19999999999678,2,-,-,-
11904,132.19999999999678,3,0.0007278793913916914,3.2780155880857255e-05,4.6977543261402634e-05
11905,132.19999999999678,1,-,-,-
11906,132.19999999999678,2,-,-,-
11907,132.19999999999678,3,0.0007349203123877884,3.449986325720591e-05,4.717142546735494e-05
11908,132.29999999999677,1,-,-,-
11909,132.29999999999677,2,-,-,-
11910,132.29999999999677,3,0.0007532529815848572,3.73339574901329e-05,6.133269601875132e-05
11911,132.29999999999677,1,-,-,-
11912,132.29999999999677,2,-,-,-
11913,132.29999999999677,3,0.0007338776238603076,3.2735423906811364e-05,4.712371964475685e-05
11914,132.29999999999677,1,-,-,-
11915,132.29999999999677,2,-,-,-
11916,132.29999999999677,3,0.0007399747218525161,3.383335916486956e-05,4.7371889629991884e-05
11917,132.39999999999677,1,-,-,-
11918,132.39999999999677,2,-,-,-
11919,132.39999999999677,3,0.0007572958148992841,3.7418373029127424e-05,6.128556531406735e-05
11920,132.39999999999677,1,-,-,-
11921,132.39999999999677,2,-,-,-
11922,132.39999999999677,3,0.000737197040115323,3.3067213990115985e-05,4.777216357747368e-05
11923,132.39999999999677,1,-,-,-
11924,132.39999999999677,2,-,-,-
11925,132.39999999999677,3,0.0007430049479952482,3.444288868973497e-05,4.80492453587183e-05
11926,132.49999999999676,1,-,-,-
11927,132.49999999999676,2,-,-,-
11928,132.49999999999676,3,0.0007581310629495206,3.854720129711214e-05,6.152668206144681e-05
11929,132.49999999999676,1,-,-,-
11930,132.49999999999676,2,-,-,-
11931,132.49999999999676,3,0.0007374790752331297,3.274174495742212e-05,4.734880551540599e-05
11932,132.49999999999676,1,-,-,-
11933,132.49999999999676,2,-,-,-
11934,132.49999999999676,3,0.000742780289092801,3.357154581478691e-05,4.764319114979712e-05
11935,132.59999999999675,1,-,-,-
11936,132.59999999999675,2,-,-,-
11937,132.59999999999675,3,0.0007565248047109999,3.710660277452597e-05,6.150294069815518e-05
11938,132.59999999999675,1,-,-,-
11939,132.59999999999675,2,-,-,-
11940,132.59999999999675,3,0.000734515724552795,3.305069365592066e-05,4.7320584880890974e-05
11941,132.59999999999675,1,-,-,-
11942,132.59999999999675,2,-,-,-
11943,132.59999999999675,3,0.0007393541575531672,8.091517058671867e-05,4.776410129480861e-05
11944,132.69999999999675,1,-,-,-
11945,132.69999999999675,2,-,-,-
11946,132.69999999999675,3,0.0007505515958408389,0.00018350955104981298,6.140237505631397e-05
11947,132.69999999999675,1,-,-,-
11948,132.69999999999675,2,-,-,-
11949,132.69999999999675,3,0.0007285238701272587,7.234200866514043e-05,4.738445409946731e-05
11950,132.69999999999675,1,-,-,-
11951,132.69999999999675,2,-,-,-
11952,132.69999999999675,3,0.0007330567324014589,3.8460847404850515e-05,4.79428123988206e-05
11953,132.79999999999674,1,-,-,-
11954,132.79999999999674,2,-,-,-
11955,132.79999999999674,3,0.0007425343382537508,4.083786664885313e-05,6.136036575424266e-05
11956,132.79999999999674,1,-,-,-
11957,132.79999999999674,2,-,-,-
11958,132.79999999999674,3,0.0007191110011328281,3.808159677299385e-05,4.770375086663746e-05
11959,132.79999999999674,1,-,-,-
11960,132.79999999999674,2,-,-,-
11961,132.79999999999674,3,0.0007223021959816593,3.868476874490504e-05,4.785709135378701e-05
11962,132.89999999999674,1,-,-,-
11963,132.89999999999674,2,-,-,-
11964,132.89999999999674,3,0.0007315217791967998,3.701815751035787e-05,6.124773135451531e-05
11965,132.89999999999674,1,-,-,-
11966,132.89999999999674,2,-,-,-
11967,132.89999999999674,3,0.0007083550038650666,3.229815868950784e-05,4.703343150807617e-05
11968,132.89999999999674,1,-,-,-
11969,132.89999999999674,2,-,-,-
11970,132.89999999999674,3,0.0007108108411734532,3.3463072976785444e-05,4.745692073050079e-05
11971,132.99999999999673,1,-,-,-
11972,132.99999999999673,2,-,-,-
11973,132.99999999999673,3,0.0007197349132847475,3.695269681865563e-05,6.118010579457246e-05
11974,132.99999999999673,1,-,-,-
11975,132.99999999999673,2,-,-,-
11976,132.99999999999673,3,0.0006958062138333126,3.2498492945345993e-05,4.6931396416749675e-05
11977,132.99999999999673,1,-,-,-
11978,132.99999999999673,2,-,-,-
11979,132.99999999999673,3,0.0006974050445452929,3.360378325862854e-05,4.735864556384578e-05
11980,133.09999999999673,1,-,-,-
11981,133.09999999999673,2,-,-,-
11982,133.09999999999673,3,0.0007057095527804142,3.6933254242505806e-05,6.130609763456414e-05
11983,133.09999999999673,1,-,-,-
11984,133.09999999999673,2,-,-,-
11985,133.09999999999673,3,0.0006816553403470134,3.222427197815007e-05,4.7004734065089705e-05
11986,133.09999999999673,1,-,-,-
11987,133.09999999999673,2,-,-,-
11988,133.09999999999673,3,0.0006834982816110428,3.327874345169525e-05,4.7252232710218e-05
11989,133.19999999999672,1,-,-,-
11990,133.19999999999672,2,-,-,-
11991,133.19999999999672,3,0.0006909124023941639,3.701803914465829e-05,6.111252440368652e-05
11992,133.19999999999672,1,-,-,-
11993,133.19999999999672,2,-,-,-
11994,133.19999999999672,3,0.000666199485619384,3.247560184759623e-05,4.905321443763493e-05
11995,133.19999999999672,1,-,-,-
11996,133.19999999999672,2,-,-,-
11997,133.19999999999672,3,0.0006678004242595127,3.346625736599777e-05,4.876433300712496e-05
11998,133.29999999999671,1,-,-,-
11999,133.29999999999671,2,-,-,-
12000,133.29999999999671,3,0.0006739307180501525,3.6709300145168794e-05,6.093528554012308e-05
12001,133.29999999999671,1,-,-,-
12002,133.29999999999671,2,-,-,-
12003,133.29999999999671,3,0.000648686204940238,3.2121665517117645e-05,4.665740180713206e-05
12004,133.29999999999671,1,-,-,-
12005,133.29999999999671,2,-,-,-
12006,133.29999999999671,3,0.0006500269566496648,3.308277311880276e-05,4.690313842042626e-05
12007,133.3999999999967,1,-,-,-
12008,133.3999999999967,2,-,-,-
12009,133.3999999999967,3,0.0006562651622511107,3.7073066286960833e-05,6.105074534768168e-05
12010,133.3999999999967,1,-,-,-
12011,133.3999999999967,2,-,-,-
12012,133.3999999999967,3,0.0006309685140360044,6.601877653053027e-05,4.6763220511023076e-05
12013,133.3999999999967,1,-,-,-
12014,133.3999999999967,2,-,-,-
12015,133.3999999999967,3,0.000632076305751971,3.414467218152751e-05,4.6829224594725334e-05
12016,133.4999999999967,1,-,-,-
12017,133.4999999999967,2,-,-,-
12018,133.4999999999967,3,0.0006377737535615061,3.682732293736017e-05,6.078279702737811e-05
12019,133.4999999999967,1,-,-,-
12020,133.4999999999967,2,-,-,-
12021,133.4999999999967,3,0.0006119125353703196,4.159910099801784e-05,4.668332686586497e-05
12022,133.4999999999967,1,-,-,-
12023,133.4999999999967,2,-,-,-
12024,133.4999999999967,3,0.0006132575440287473,4.1450348104564974e-05,4.6846235568391655e-05
12025,133.5999999999967,1,-,-,-
12026,133.5999999999967,2,-,-,-
12027,133.5999999999967,3,0.0006193284531141251,4.2269704895976256e-05,6.0820875015508276e-05
12028,133.5999999999967,1,-,-,-
12029,133.5999999999967,2,-,-,-
12030,133.5999999999967,3,0.00059332080566944,3.281367090206497e-05,4.818034259251582e-05
12031,133.5999999999967,1,-,-,-
12032,133.5999999999967,2,-,-,-
12033,133.5999999999967,3,0.0005948508486435796,3.4412462359423306e-05,4.890498813598937e-05
12034,133.6999999999967,1,-,-,-
12035,133.6999999999967,2,-,-,-
12036,133.6999999999967,3,0.0006010318825877555,3.686267340811551e-05,6.070242762190659e-05
12037,133.6999999999967,1,-,-,-
12038,133.6999999999967,2,-,-,-
12039,133.6999999999967,3,0.000575064085352988,3.2923049676370185e-05,4.920852148767805e-05
12040,133.6999999999967,1,-,-,-
12041,133.6999999999967,2,-,-,-
12042,133.6999999999967,3,0.0005769065777738771,3.330927372869922e-05,4.725005424841967e-05
12043,133.7999999999967,1,-,-,-
12044,133.7999999999967,2,-,-,-
12045,133.7999999999967,3,0.0005845319251353469,3.672235711350737e-05,6.074767531405395e-05
12046,133.7999999999967,1,-,-,-
12047,133.7999999999967,2,-,-,-
12048,133.7999999999967,3,0.0005584923779267998,3.306548266627556e-05,4.7296360222985795e-05
12049,133.7999999999967,1,-,-,-
12050,133.7999999999967,2,-,-,-
12051,133.7999999999967,3,0.0005610868725784965,3.438879604745958e-05,4.742656883908387e-05
12052,133.89999999999668,1,-,-,-
12053,133.89999999999668,2,-,-,-
12054,133.89999999999668,3,0.0005698859709285668,3.667631820063775e-05,6.065496198641141e-05
12055,133.89999999999668,1,-,-,-
12056,133.89999999999668,2,-,-,-
12057,133.89999999999668,3,0.0005442512889981081,3.264609665522316e-05,4.62351872806911e-05
12058,133.89999999999668,1,-,-,-
12059,133.89999999999668,2,-,-,-
12060,133.89999999999668,3,0.0005477258858885911,3.300269493764747e-05,4.62623528754737e-05
12061,133.99999999999667,1,-,-,-
12062,133.99999999999667,2,-,-,-
12063,133.99999999999667,3,0.0005583865573746607,3.689498011668221e-05,6.109076082843941e-05
12064,133.99999999999667,1,-,-,-
12065,133.99999999999667,2,-,-,-
12066,133.99999999999667,3,0.0005329676627945104,3.3154500565973784e-05,4.7465722343357865e-05
12067,133.99999999999667,1,-,-,-
12068,133.99999999999667,2,-,-,-
12069,133.99999999999667,3,0.0005373519448620934,3.3287915927648384e-05,4.6117548950674636e-05
12070,134.09999999999667,1,-,-,-
12071,134.09999999999667,2,-,-,-
12072,134.09999999999667,3,0.0005495609891503091,3.6458481132199385e-05,6.066260099285514e-05
12073,134.09999999999667,1,-,-,-
12074,134.09999999999667,2,-,-,-
12075,134.09999999999667,3,0.0005248963915827359,3.248954735400712e-05,4.739760403589993e-05
12076,134.09999999999667,1,-,-,-
12077,134.09999999999667,2,-,-,-
12078,134.09999999999667,3,0.0005302384316883144,3.391656316076296e-05,4.723598962853026e-05
12079,134.19999999999666,1,-,-,-
12080,134.19999999999666,2,-,-,-
12081,134.19999999999666,3,0.0005442022114078281,3.674040597827859e-05,6.062925647126321e-05
12082,134.19999999999666,1,-,-,-
12083,134.19999999999666,2,-,-,-
