n,t,i,p,u,v
8977,99.69999999999861,1,-,-,-
8978,99.69999999999861,2,-,-,-
8979,99.69999999999861,3,0.0006391452548958639,2.942818511338813e-05,4.25021122919026e-05
8980,99.69999999999861,1,-,-,-
8981,99.69999999999861,2,-,-,-
8982,99.69999999999861,3,0.0006449552058407247,2.977440865345704e-05,4.235747807379265e-05
8983,99.7999999999986,1,-,-,-
8984,99.7999999999986,2,-,-,-
8985,99.7999999999986,3,0.0006612451890448919,3.2855199704400196e-05,5.5539709490648006e-05
8986,99.7999999999986,1,-,-,-
8987,99.7999999999986,2,-,-,-
8988,99.7999999999986,3,0.0006444701688132077,2.9025630571963e-05,4.29799881926515e-05
8989,99.7999999999986,1,-,-,-
8990,99.7999999999986,2,-,-,-
8991,99.7999999999986,3,0.0006496139504975923,3.128321094598168e-05,4.248870733399234e-05
8992,99.8999999999986,1,-,-,-
8993,99.8999999999986,2,-,-,-
8994,99.8999999999986,3,0.0006643359823047776,3.31783278899843e-05,5.565273365948753e-05
8995,99.8999999999986,1,-,-,-
8996,99.8999999999986,2,-,-,-
8997,99.8999999999986,3,0.0006475727845026874,2.9939818641701407e-05,4.298796261820365e-05
8998,99.8999999999986,1,-,-,-
8999,99.8999999999986,2,-,-,-
9000,99.8999999999986,3,0.0006521140682559263,3.069821130235447e-05,4.3146074977441603e-05
9001,99.9999999999986,1,-,-,-
9002,99.9999999999986,2,-,-,-
9003,99.9999999999986,3,0.0006662034213159606,3.3572262250135165e-05,5.5714868882597574e-05
9004,99.9999999999986,1,-,-,-
9005,99.9999999999986,2,-,-,-
9006,99.9999999999986,3,0.0006488587842353764,2.888225634313515e-05,4.32735109201248e-05
9007,99.9999999999986,1,-,-,-
9008,99.9999999999986,2,-,-,-
9009,99.9999999999986,3,0.0006528506305274925,2.988363747469066e-05,4.2977555086143336e-05
9010,100.09999999999859,1,-,-,-
9011,100.09999999999859,2,-,-,-
9012,100.09999999999859,3,0.0006656698560484932,3.3091556272135355e-05,5.5984074140180585e-05
9013,100.09999999999859,1,-,-,-
9014,100.09999999999859,2,-,-,-
9015,100.09999999999859,3,0.0006476466315263615,2.9183751383046645e-05,4.3521812354716995e-05
9016,100.09999999999859,1,-,-,-
9017,100.09999999999859,2,-,-,-
9018,100.09999999999859,3,0.0006512793734386735,2.9959515261214425e-05,4.328605364771587e-05
9019,100.19999999999858,1,-,-,-
9020,100.19999999999858,2,-,-,-
9021,100.19999999999858,3,0.0006637482637633575,3.283539080222419e-05,5.607702174736785e-05
9022,100.19999999999858,1,-,-,-
9023,100.19999999999858,2,-,-,-
9024,100.19999999999858,3,0.0006453556221892695,3.3469915332973805e-05,4.294213915292976e-05
9025,100.19999999999858,1,-,-,-
9026,100.19999999999858,2,-,-,-
9027,100.19999999999858,3,0.0006500659116712496,3.936165794616889e-05,4.3725730573498107e-05
9028,100.29999999999858,1,-,-,-
9029,100.29999999999858,2,-,-,-
9030,100.29999999999858,3,0.0006600873221302419,3.637851048189624e-05,5.623481274858091e-05
9031,100.29999999999858,1,-,-,-
9032,100.29999999999858,2,-,-,-
9033,100.29999999999858,3,0.000640959247368252,2.9354921292258415e-05,4.32584733795136e-05
9034,100.29999999999858,1,-,-,-
9035,100.29999999999858,2,-,-,-
9036,100.29999999999858,3,0.000644182861076236,3.0352433008460624e-05,4.39373730283977e-05
9037,100.39999999999857,1,-,-,-
9038,100.39999999999857,2,-,-,-
9039,100.39999999999857,3,0.0006556926735413107,3.2693438573293066e-05,5.6553249059254346e-05
9040,100.39999999999857,1,-,-,-
9041,100.39999999999857,2,-,-,-
9042,100.39999999999857,3,0.0006360461824366987,2.994773068106465e-05,4.322174157042156e-05
9043,100.39999999999857,1,-,-,-
9044,100.39999999999857,2,-,-,-
9045,100.39999999999857,3,0.0006392785444991934,2.969914742545177e-05,4.334332950290278e-05
9046,100.49999999999856,1,-,-,-
9047,100.49999999999856,2,-,-,-
9048,100.49999999999856,3,0.0006505211078716881,3.274059001846622e-05,5.623800543815708e-05
9049,100.49999999999856,1,-,-,-
9050,100.49999999999856,2,-,-,-
9051,100.49999999999856,3,0.0006303593073083074,2.8679263962618396e-05,4.373903234367257e-05
9052,100.49999999999856,1,-,-,-
9053,100.49999999999856,2,-,-,-
9054,100.49999999999856,3,0.0006335103296066492,3.001295060314813e-05,4.50996948868423e-05
9055,100.59999999999856,1,-,-,-
9056,100.59999999999856,2,-,-,-
9057,100.59999999999856,3,0.0006439377104167822,3.30764610070327e-05,5.661679573506864e-05
9058,100.59999999999856,1,-,-,-
9059,100.59999999999856,2,-,-,-
9060,100.59999999999856,3,0.0006235804828361832,3.0255300101741455e-05,4.3632210547011966e-05
9061,100.59999999999856,1,-,-,-
9062,100.59999999999856,2,-,-,-
9063,100.59999999999856,3,0.0006262872716694534,2.954389444200436e-05,4.304447762138468e-05
9064,100.69999999999855,1,-,-,-
9065,100.69999999999855,2,-,-,-
9066,100.69999999999855,3,0.0006370608724794512,3.2473979703730494e-05,5.622706552208092e-05
9067,100.69999999999855,1,-,-,-
9068,100.69999999999855,2,-,-,-
9069,100.69999999999855,3,0.0006162272007817107,3.0130413064043857e-05,4.482804671548247e-05
9070,100.69999999999855,1,-,-,-
9071,100.69999999999855,2,-,-,-
9072,100.69999999999855,3,0.0006189920320751272,2.937250656280859e-05,4.351438457627917e-05
9073,100.79999999999855,1,-,-,-
9074,100.79999999999855,2,-,-,-
9075,100.79999999999855,3,0.0006286829344421077,3.263618153437823e-05,5.638329985383043e-05
9076,100.79999999999855,1,-,-,-
9077,100.79999999999855,2,-,-,-
9078,100.79999999999855,3,0.0006070967255020211,2.8310127126182016e-05,4.2969316450024186e-05
9079,100.79999999999855,1,-,-,-
9080,100.79999999999855,2,-,-,-
9081,100.79999999999855,3,0.0006095260245757928,2.9302991731598155e-05,4.322727515627818e-05
9082,100.89999999999854,1,-,-,-
9083,100.89999999999854,2,-,-,-
9084,100.89999999999854,3,0.0006190284666628902,3.274265328887976e-05,5.621527041219672e-05
9085,100.89999999999854,1,-,-,-
9086,100.89999999999854,2,-,-,-
9087,100.89999999999854,3,0.0005969810175261375,2.8301371414699556e-05,4.29826764531563e-05
9088,100.89999999999854,1,-,-,-
9089,100.89999999999854,2,-,-,-
9090,100.89999999999854,3,0.0005997862401763626,2.901129221026034e-05,4.3495976123793905e-05
9091,100.99999999999854,1,-,-,-
9092,100.99999999999854,2,-,-,-
9093,100.99999999999854,3,0.0006085065533322563,3.2573579499937445e-05,5.654203952600461e-05
9094,100.99999999999854,1,-,-,-
9095,100.99999999999854,2,-,-,-
9096,100.99999999999854,3,0.0005865383248982607,2.924378555026848e-05,4.3496073932236084e-05
9097,100.99999999999854,1,-,-,-
9098,100.99999999999854,2,-,-,-
9099,100.99999999999854,3,0.0005888825767934952,2.9718039621539057e-05,4.3797071947165186e-05
9100,101.09999999999853,1,-,-,-
9101,101.09999999999853,2,-,-,-
9102,101.09999999999853,3,0.0005974417623244995,3.2395835579308406e-05,5.621252606519703e-05
9103,101.09999999999853,1,-,-,-
9104,101.09999999999853,2,-,-,-
9105,101.09999999999853,3,0.0005748437057861364,2.8864316381796047e-05,4.336464800228833e-05
9106,101.09999999999853,1,-,-,-
9107,101.09999999999853,2,-,-,-
9108,101.09999999999853,3,0.0005774115123476213,2.9033870247021206e-05,4.3236999914185174e-05
9109,101.19999999999852,1,-,-,-
9110,101.19999999999852,2,-,-,-
9111,101.19999999999852,3,0.0005856740930473068,3.246570329962739e-05,5.6234719060763403e-05
9112,101.19999999999852,1,-,-,-
9113,101.19999999999852,2,-,-,-
9114,101.19999999999852,3,0.0005630700958876752,2.8779565550617297e-05,4.359836547422229e-05
9115,101.19999999999852,1,-,-,-
9116,101.19999999999852,2,-,-,-
9117,101.19999999999852,3,0.0005657737466251127,3.0130879775459665e-05,4.401253651528295e-05
9118,101.29999999999852,1,-,-,-
9119,101.29999999999852,2,-,-,-
9120,101.29999999999852,3,0.0005736383927775094,3.311894530474711e-05,5.655683878810405e-05
9121,101.29999999999852,1,-,-,-
9122,101.29999999999852,2,-,-,-
9123,101.29999999999852,3,0.0005508451638061036,2.827917010261344e-05,4.296575024265043e-05
9124,101.29999999999852,1,-,-,-
9125,101.29999999999852,2,-,-,-
9126,101.29999999999852,3,0.0005538379740780628,2.90403385458005e-05,4.305831291554125e-05
9127,101.39999999999851,1,-,-,-
9128,101.39999999999851,2,-,-,-
9129,101.39999999999851,3,0.0005618410935979725,3.250467145408305e-05,5.63282920840833e-05
9130,101.39999999999851,1,-,-,-
9131,101.39999999999851,2,-,-,-
9132,101.39999999999851,3,0.0005392797409272379,2.932972440323327e-05,4.397618086587202e-05
9133,101.39999999999851,1,-,-,-
9134,101.39999999999851,2,-,-,-
9135,101.39999999999851,3,0.000542313532189534,2.9267427832689834e-05,4.3488434087008744e-05
9136,101.49999999999851,1,-,-,-
9137,101.49999999999851,2,-,-,-
9138,101.49999999999851,3,0.0005503477162341204,3.280591654997834e-05,5.668000404820476e-05
9139,101.49999999999851,1,-,-,-
9140,101.49999999999851,2,-,-,-
9141,101.49999999999851,3,0.0005277557967680278,2.9766013992427018e-05,4.346944816334131e-05
9142,101.49999999999851,1,-,-,-
9143,101.49999999999851,2,-,-,-
9144,101.49999999999851,3,0.000530929441160213,3.0325706760548928e-05,4.349461448479978e-05
9145,101.5999999999985,1,-,-,-
9146,101.5999999999985,2,-,-,-
9147,101.5999999999985,3,0.0005394056046703563,3.276331468207925e-05,5.6712922558145886e-05
9148,101.5999999999985,1,-,-,-
9149,101.5999999999985,2,-,-,-
9150,101.5999999999985,3,0.0005172952986263919,3.0119379288229433e-05,4.315841157202871e-05
9151,101.5999999999985,1,-,-,-
9152,101.5999999999985,2,-,-,-
9153,101.5999999999985,3,0.0005208653541876938,3.0223552051402996e-05,4.4089594473984996e-05
9154,101.6999999999985,1,-,-,-
9155,101.6999999999985,2,-,-,-
9156,101.6999999999985,3,0.0005297238462673814,3.28281374831016e-05,5.7095337392092544e-05
9157,101.6999999999985,1,-,-,-
9158,101.6999999999985,2,-,-,-
9159,101.6999999999985,3,0.0005078495718898027,2.9232958482105195e-05,4.44323049886169e-05
9160,101.6999999999985,1,-,-,-
9161,101.6999999999985,2,-,-,-
9162,101.6999999999985,3,0.0005116984174886705,2.9677992966735648e-05,4.328751563924576e-05
9163,101.79999999999849,1,-,-,-
9164,101.79999999999849,2,-,-,-
9165,101.79999999999849,3,0.0005215755786046419,3.2629904781863115e-05,5.6604948022869905e-05
9166,101.79999999999849,1,-,-,-
9167,101.79999999999849,2,-,-,-
9168,101.79999999999849,3,0.000500265383575728,2.9542166198338172e-05,4.356955422099238e-05
9169,101.79999999999849,1,-,-,-
9170,101.79999999999849,2,-,-,-
9171,101.79999999999849,3,0.000504951410139316,2.951167066469949e-05,4.3102664925782574e-05
9172,101.89999999999849,1,-,-,-
9173,101.89999999999849,2,-,-,-
9174,101.89999999999849,3,0.0005157632182758578,3.31771796746044e-05,5.6786277683855546e-05
9175,101.89999999999849,1,-,-,-
9176,101.89999999999849,2,-,-,-
9177,101.89999999999849,3,0.0004954434490011673,2.8806022254502625e-05,4.4412286338310004e-05
9178,101.89999999999849,1,-,-,-
9179,101.89999999999849,2,-,-,-
9180,101.89999999999849,3,0.0005005054263420865,2.981322079926858e-05,4.4309702872297805e-05
9181,101.99999999999848,1,-,-,-
9182,101.99999999999848,2,-,-,-
9183,101.99999999999848,3,0.0005130544394848827,3.263371595763961e-05,5.66394894610806e-05
9184,101.99999999999848,1,-,-,-
9185,101.99999999999848,2,-,-,-
9186,101.99999999999848,3,0.0004935731530590861,2.8416061521705326e-05,4.348705987646592e-05
9187,101.99999999999848,1,-,-,-
9188,101.99999999999848,2,-,-,-
9189,101.99999999999848,3,0.0004992465591430216,2.989588446119518e-05,4.4441214470688744e-05
9190,102.09999999999847,1,-,-,-
9191,102.09999999999847,2,-,-,-
9192,102.09999999999847,3,0.0005137084211169034,3.240355615435018e-05,5.669869593402147e-05
9193,102.09999999999847,1,-,-,-
9194,102.09999999999847,2,-,-,-
9195,102.09999999999847,3,0.0004955878280212681,2.9358925208723927e-05,4.494392012498454e-05
9196,102.09999999999847,1,-,-,-
9197,102.09999999999847,2,-,-,-
9198,102.09999999999847,3,0.0005019012693778225,2.9820099327558713e-05,4.317039214049906e-05
9199,102.19999999999847,1,-,-,-
9200,102.19999999999847,2,-,-,-
9201,102.19999999999847,3,0.0005181745483749438,3.258457274282035e-05,5.638953818663375e-05
9202,102.19999999999847,1,-,-,-
9203,102.19999999999847,2,-,-,-
9204,102.19999999999847,3,0.0005009618307242136,2.882286877768217e-05,4.3635611942990175e-05
9205,102.19999999999847,1,-,-,-
9206,102.19999999999847,2,-,-,-
9207,102.19999999999847,3,0.0005086880326492784,3.035239964682163e-05,4.34094368732998e-05
9208,102.29999999999846,1,-,-,-
9209,102.29999999999846,2,-,-,-
9210,102.29999999999846,3,0.000526279154777237,3.29048392507576e-05,5.7616529661916626e-05
9211,102.29999999999846,1,-,-,-
9212,102.29999999999846,2,-,-,-
9213,102.29999999999846,3,0.0005098796184264618,2.870260894816696e-05,4.390947985526776e-05
9214,102.29999999999846,1,-,-,-
9215,102.29999999999846,2,-,-,-
9216,102.29999999999846,3,0.0005177855907446914,3.06685290690284e-05,4.382718779462089e-05
9217,102.39999999999846,1,-,-,-
9218,102.39999999999846,2,-,-,-
9219,102.39999999999846,3,0.0005368691593463081,3.2601879487174896e-05,5.633810124677294e-05
9220,102.39999999999846,1,-,-,-
9221,102.39999999999846,2,-,-,-
9222,102.39999999999846,3,0.0005215398226599471,2.9135676305828016e-05,4.2845806717616794e-05
9223,102.39999999999846,1,-,-,-
9224,102.39999999999846,2,-,-,-
9225,102.39999999999846,3,0.0005299863156186368,3.0073308659509117e-05,4.2944437006899364e-05
9226,102.49999999999845,1,-,-,-
9227,102.49999999999845,2,-,-,-
9228,102.49999999999845,3,0.0005503364334584533,3.397599422988027e-05,6.489879554574864e-05
9229,102.49999999999845,1,-,-,-
9230,102.49999999999845,2,-,-,-
9231,102.49999999999845,3,0.0005351693447793856,2.8672496845138168e-05,4.2595929736822044e-05
9232,102.49999999999845,1,-,-,-
9233,102.49999999999845,2,-,-,-
9234,102.49999999999845,3,0.0005437032681525406,2.967930182368659e-05,4.27256264810237e-05
9235,102.59999999999845,1,-,-,-
9236,102.59999999999845,2,-,-,-
9237,102.59999999999845,3,0.0005642685486824621,3.258222258907513e-05,5.62369632944255e-05
9238,102.59999999999845,1,-,-,-
9239,102.59999999999845,2,-,-,-
9240,102.59999999999845,3,0.0005499726180921577,3.10851864246112e-05,4.492429759444815e-05
9241,102.59999999999845,1,-,-,-
9242,102.59999999999845,2,-,-,-
9243,102.59999999999845,3,0.0005585667998700406,2.9884608337649447e-05,4.3256875884379925e-05
9244,102.69999999999844,1,-,-,-
9245,102.69999999999844,2,-,-,-
9246,102.69999999999844,3,0.0005795602349848054,3.303235553972541e-05,5.620963907288263e-05
9247,102.69999999999844,1,-,-,-
9248,102.69999999999844,2,-,-,-
9249,102.69999999999844,3,0.0005654274479922444,2.9345588933955475e-05,4.4154626209627024e-05
9250,102.69999999999844,1,-,-,-
9251,102.69999999999844,2,-,-,-
9252,102.69999999999844,3,0.0005741406088820658,3.185430006461547e-05,4.879940947711494e-05
9253,102.79999999999843,1,-,-,-
9254,102.79999999999843,2,-,-,-
9255,102.79999999999843,3,0.0005948520166289922,3.2864022562882764e-05,5.739041849854363e-05
9256,102.79999999999843,1,-,-,-
9257,102.79999999999843,2,-,-,-
9258,102.79999999999843,3,0.0005810207341223647,2.8851796661867665e-05,4.296254868530863e-05
9259,102.79999999999843,1,-,-,-
9260,102.79999999999843,2,-,-,-
9261,102.79999999999843,3,0.0005895584031170312,3.1310932585111616e-05,4.29583199515302e-05
9262,102.89999999999843,1,-,-,-
9263,102.89999999999843,2,-,-,-
9264,102.89999999999843,3,0.0006102871838943663,3.2893401767124356e-05,5.6238018663056085e-05
9265,102.89999999999843,1,-,-,-
9266,102.89999999999843,2,-,-,-
9267,102.89999999999843,3,0.0005964269252920264,2.9161216292046103e-05,4.288237202472537e-05
9268,102.89999999999843,1,-,-,-
9269,102.89999999999843,2,-,-,-
9270,102.89999999999843,3,0.0006046531769509571,2.9860006402939484e-05,4.330112209555798e-05
9271,102.99999999999842,1,-,-,-
9272,102.99999999999842,2,-,-,-
9273,102.99999999999842,3,0.0006254115804282976,3.32963513249607e-05,5.693176394352793e-05
9274,102.99999999999842,1,-,-,-
9275,102.99999999999842,2,-,-,-
9276,102.99999999999842,3,0.0006111340157671527,2.9137993349759408e-05,4.3478213410162324e-05
9277,102.99999999999842,1,-,-,-
9278,102.99999999999842,2,-,-,-
9279,102.99999999999842,3,0.0006192369774534755,2.9815870785622125e-05,4.285602557564356e-05
9280,103.09999999999842,1,-,-,-
9281,103.09999999999842,2,-,-,-
9282,103.09999999999842,3,0.0006390241016408964,3.3075347485627895e-05,5.6338276960673805e-05
9283,103.09999999999842,1,-,-,-
9284,103.09999999999842,2,-,-,-
9285,103.09999999999842,3,0.0006252401126598633,3.0073054385290676e-05,4.4665661093857574e-05
9286,103.09999999999842,1,-,-,-
9287,103.09999999999842,2,-,-,-
9288,103.09999999999842,3,0.0006327075185966468,5.802217430257367e-05,4.330829263083953e-05
9289,103.19999999999841,1,-,-,-
9290,103.19999999999841,2,-,-,-
9291,103.19999999999841,3,0.0006518064670123851,3.322181719658765e-05,5.639409524262768e-05
9292,103.19999999999841,1,-,-,-
9293,103.19999999999841,2,-,-,-
9294,103.19999999999841,3,0.0006371874542119381,2.9584629434985182e-05,4.316665469858705e-05
9295,103.19999999999841,1,-,-,-
9296,103.19999999999841,2,-,-,-
9297,103.19999999999841,3,0.0006445388269312525,3.214401144348626e-05,4.5167298243535476e-05
9298,103.2999999999984,1,-,-,-
9299,103.2999999999984,2,-,-,-
9300,103.2999999999984,3,0.0006625795287546032,6.137472387556307e-05,5.6391211929529674e-05
9301,103.2999999999984,1,-,-,-
9302,103.2999999999984,2,-,-,-
9303,103.2999999999984,3,0.0006478724692880809,7.764056679205218e-05,4.4505414458568954e-05
9304,103.2999999999984,1,-,-,-
9305,103.2999999999984,2,-,-,-
9306,103.2999999999984,3,0.0006544889937148304,3.055042045314379e-05,4.337859261028107e-05
9307,103.3999999999984,1,-,-,-
9308,103.3999999999984,2,-,-,-
9309,103.3999999999984,3,0.0006717934407493005,3.5958225402567715e-05,5.642895145727515e-05
9310,103.3999999999984,1,-,-,-
9311,103.3999999999984,2,-,-,-
9312,103.3999999999984,3,0.0006561804762163268,3.252929451136179e-05,4.322347871310175e-05
9313,103.3999999999984,1,-,-,-
9314,103.3999999999984,2,-,-,-
9315,103.3999999999984,3,0.0006629966765436972,3.13912946332075e-05,4.3546974678272255e-05
9316,103.4999999999984,1,-,-,-
9317,103.4999999999984,2,-,-,-
9318,103.4999999999984,3,0.0006781209598495866,3.354881793809427e-05,5.649446796009025e-05
9319,103.4999999999984,1,-,-,-
9320,103.4999999999984,2,-,-,-
9321,103.4999999999984,3,0.0006617437507114866,3.0209250769957823e-05,4.343895926620474e-05
9322,103.4999999999984,1,-,-,-
9323,103.4999999999984,2,-,-,-
9324,103.4999999999984,3,0.0006671446717481549,3.0460889419967943e-05,4.376939616683394e-05
9325,103.59999999999839,1,-,-,-
9326,103.59999999999839,2,-,-,-
9327,103.59999999999839,3,0.0006822746828944712,3.3678016712196146e-05,5.657179775648212e-05
9328,103.59999999999839,1,-,-,-
9329,103.59999999999839,2,-,-,-
9330,103.59999999999839,3,0.0006657084494864207,3.169024766682532e-05,4.4879303184117686e-05
9331,103.59999999999839,1,-,-,-
9332,103.59999999999839,2,-,-,-
9333,103.59999999999839,3,0.0006703721578469806,3.105112838722745e-05,4.398065360357292e-05
9334,103.69999999999838,1,-,-,-
9335,103.69999999999838,2,-,-,-
9336,103.69999999999838,3,0.0006846174535941441,3.341154493951752e-05,5.679248119836e-05
9337,103.69999999999838,1,-,-,-
9338,103.69999999999838,2,-,-,-
9339,103.69999999999838,3,0.0006669581218310049,2.9870449732136955e-05,4.4003303385457624e-05
9340,103.69999999999838,1,-,-,-
9341,103.69999999999838,2,-,-,-
9342,103.69999999999838,3,0.0006714260521417079,3.132347468541201e-05,4.406329441345256e-05
9343,103.79999999999838,1,-,-,-
9344,103.79999999999838,2,-,-,-
9345,103.79999999999838,3,0.0006847098652117678,3.4112873147920646e-05,5.709565851919926e-05
9346,103.79999999999838,1,-,-,-
9347,103.79999999999838,2,-,-,-
9348,103.79999999999838,3,0.0006664940979265155,2.998610017895878e-05,4.39531928135778e-05
9349,103.79999999999838,1,-,-,-
9350,103.79999999999838,2,-,-,-
9351,103.79999999999838,3,0.0006705908018219584,3.0454919946156653e-05,4.330423283144995e-05
9352,103.89999999999837,1,-,-,-
9353,103.89999999999837,2,-,-,-
9354,103.89999999999837,3,0.0006844430459982697,9.121462849513254e-05,5.6946573611083864e-05
9355,103.89999999999837,1,-,-,-
9356,103.89999999999837,2,-,-,-
9357,103.89999999999837,3,0.0006650251004356435,4.006529430512518e-05,5.283686075349451e-05
9358,103.89999999999837,1,-,-,-
9359,103.89999999999837,2,-,-,-
9360,103.89999999999837,3,0.0006683920375714872,3.0954026554486354e-05,4.394932812383137e-05
9361,103.99999999999837,1,-,-,-
9362,103.99999999999837,2,-,-,-
9363,103.99999999999837,3,0.0006798581212870645,3.590305199875941e-05,5.68005908404757e-05
9364,103.99999999999837,1,-,-,-
9365,103.99999999999837,2,-,-,-
9366,103.99999999999837,3,0.0006599811730892424,3.0083739851780612e-05,4.42975695300764e-05
9367,103.99999999999837,1,-,-,-
9368,103.99999999999837,2,-,-,-
9369,103.99999999999837,3,0.000663834580531957,3.281198288536148e-05,4.407519506872405e-05
9370,104.09999999999836,1,-,-,-
9371,104.09999999999836,2,-,-,-
9372,104.09999999999836,3,0.0006741272601312764,3.377565361614302e-05,5.695398697745505e-05
9373,104.09999999999836,1,-,-,-
9374,104.09999999999836,2,-,-,-
9375,104.09999999999836,3,0.0006541520995587452,2.962225410876834e-05,4.380224315940227e-05
9376,104.09999999999836,1,-,-,-
9377,104.09999999999836,2,-,-,-
9378,104.09999999999836,3,0.0006573350057765321,3.415951228443603e-05,4.51046291909898e-05
9379,104.19999999999835,1,-,-,-
9380,104.19999999999835,2,-,-,-
9381,104.19999999999835,3,0.0006677357862059701,3.369145046458883e-05,5.706984798827039e-05
9382,104.19999999999835,1,-,-,-
9383,104.19999999999835,2,-,-,-
9384,104.19999999999835,3,0.0006472278220840117,3.107996717283471e-05,4.454040301691006e-05
9385,104.19999999999835,1,-,-,-
9386,104.19999999999835,2,-,-,-
9387,104.19999999999835,3,0.0006498950947888225,3.0940267838612676e-05,4.5117566010392176e-05
9388,104.29999999999835,1,-,-,-
9389,104.29999999999835,2,-,-,-
9390,104.29999999999835,3,0.0006600074474768307,3.347843544105153e-05,5.753536313506909e-05
9391,104.29999999999835,1,-,-,-
9392,104.29999999999835,2,-,-,-
9393,104.29999999999835,3,0.0006395410428413551,2.9729873822287653e-05,4.400267552317766e-05
9394,104.29999999999835,1,-,-,-
9395,104.29999999999835,2,-,-,-
9396,104.29999999999835,3,0.0006421940016483808,3.059922604987169e-05,4.413984532093356e-05
9397,104.39999999999834,1,-,-,-
9398,104.39999999999834,2,-,-,-
9399,104.39999999999834,3,0.0006520608327272236,3.363952815896572e-05,5.735196893949534e-05
9400,104.39999999999834,1,-,-,-
9401,104.39999999999834,2,-,-,-
9402,104.39999999999834,3,0.0006306903903636894,3.101977999735702e-05,4.470019447650918e-05
9403,104.39999999999834,1,-,-,-
9404,104.39999999999834,2,-,-,-
9405,104.39999999999834,3,0.0006338961939521073,3.0295393972384393e-05,4.3673506626863156e-05
9406,104.49999999999834,1,-,-,-
9407,104.49999999999834,2,-,-,-
9408,104.49999999999834,3,0.0006421686077870219,3.333956575898846e-05,5.711781364675603e-05
9409,104.49999999999834,1,-,-,-
9410,104.49999999999834,2,-,-,-
9411,104.49999999999834,3,0.000620676012697568,3.02541233644866e-05,4.559032121710884e-05
9412,104.49999999999834,1,-,-,-
9413,104.49999999999834,2,-,-,-
9414,104.49999999999834,3,0.0006229434372751843,3.0894747372024314e-05,4.6880027081687883e-05
9415,104.59999999999833,1,-,-,-
9416,104.59999999999833,2,-,-,-
9417,104.59999999999833,3,0.0006321415395081886,3.336695118752439e-05,5.736266228610248e-05
9418,104.59999999999833,1,-,-,-
9419,104.59999999999833,2,-,-,-
9420,104.59999999999833,3,0.0006093701892201041,2.9331202706623687e-05,4.460498659290371e-05
9421,104.59999999999833,1,-,-,-
9422,104.59999999999833,2,-,-,-
9423,104.59999999999833,3,0.0006114924346353706,3.1157458809903197e-05,4.4500923292781196e-05
9424,104.69999999999833,1,-,-,-
9425,104.69999999999833,2,-,-,-
9426,104.69999999999833,3,0.0006190327364312743,3.333330120989582e-05,5.7318456365266855e-05
9427,104.69999999999833,1,-,-,-
9428,104.69999999999833,2,-,-,-
9429,104.69999999999833,3,0.000596527725177233,2.937011545044948e-05,4.3760549044807924e-05
9430,104.69999999999833,1,-,-,-
9431,104.69999999999833,2,-,-,-
9432,104.69999999999833,3,0.0005986948791583176,3.0090039734834e-05,4.379589298360144e-05
9433,104.79999999999832,1,-,-,-
9434,104.79999999999832,2,-,-,-
9435,104.79999999999832,3,0.0006060015845284424,3.311640126703306e-05,5.7168577803150776e-05
9436,104.79999999999832,1,-,-,-
9437,104.79999999999832,2,-,-,-
9438,104.79999999999832,3,0.000583559330587387,3.088901363705664e-05,4.581560614879752e-05
9439,104.79999999999832,1,-,-,-
9440,104.79999999999832,2,-,-,-
9441,104.79999999999832,3,0.0005855921052158305,3.068052404174824e-05,4.429107604508877e-05
9442,104.89999999999831,1,-,-,-
9443,104.89999999999831,2,-,-,-
9444,104.89999999999831,3,0.0005928098976473444,3.3150143116526415e-05,5.720871586797052e-05
9445,104.89999999999831,1,-,-,-
9446,104.89999999999831,2,-,-,-
9447,104.89999999999831,3,0.000570302677854003,2.9602896670928777e-05,4.509595213488841e-05
9448,104.89999999999831,1,-,-,-
9449,104.89999999999831,2,-,-,-
9450,104.89999999999831,3,0.0005727767973757377,3.055584989830647e-05,4.391246496346004e-05
9451,104.99999999999831,1,-,-,-
9452,104.99999999999831,2,-,-,-
9453,104.99999999999831,3,0.0005799080373788649,3.31668921682897e-05,5.729112688974849e-05
9454,104.99999999999831,1,-,-,-
9455,104.99999999999831,2,-,-,-
9456,104.99999999999831,3,0.0005572268397655697,2.968453823694179e-05,4.718468458598812e-05
9457,104.99999999999831,1,-,-,-
9458,104.99999999999831,2,-,-,-
9459,104.99999999999831,3,0.0005601222113896018,2.9932917404469758e-05,4.408861491362156e-05
9460,105.0999999999983,1,-,-,-
9461,105.0999999999983,2,-,-,-
9462,105.0999999999983,3,0.0005672974558268548,3.331240251284155e-05,5.713785417861673e-05
9463,105.0999999999983,1,-,-,-
9464,105.0999999999983,2,-,-,-
9465,105.0999999999983,3,0.0005446098668744955,2.9357867871003595e-05,4.4831777985376017e-05
9466,105.0999999999983,1,-,-,-
9467,105.0999999999983,2,-,-,-
9468,105.0999999999983,3,0.0005473820030977525,2.9904443331398024e-05,4.5122380839172365e-05
9469,105.1999999999983,1,-,-,-
9470,105.1999999999983,2,-,-,-
9471,105.1999999999983,3,0.0005551070790959163,3.3447698080150265e-05,5.739566423939383e-05
9472,105.1999999999983,1,-,-,-
9473,105.1999999999983,2,-,-,-
9474,105.1999999999983,3,0.000532783129710319,3.163310017937707e-05,4.414209100120111e-05
9475,105.1999999999983,1,-,-,-
9476,105.1999999999983,2,-,-,-
9477,105.1999999999983,3,0.0005359583182504257,2.986079099828949e-05,4.3825486501132194e-05
